TL,TM,TR,ML,MM,MR,BL,BM,BR,class
o,b,b,b,b,b,x,b,b,O
o,b,x,b,b,b,x,b,b,O
o,o,x,b,b,b,x,b,b,O
o,o,x,b,b,b,x,x,b,O
o,o,x,b,o,b,x,x,b,O
o,o,x,b,o,x,x,x,b,O
o,o,x,b,o,x,x,x,o,O
x,b,b,b,b,b,b,b,b,O
x,b,o,b,b,b,b,b,b,O
x,b,o,b,b,b,x,b,b,O
x,o,o,b,b,b,x,b,b,O
x,o,o,b,b,b,x,b,x,O
x,o,o,b,b,b,x,o,x,O
x,o,o,b,b,x,x,o,x,O
x,o,o,b,o,x,x,o,x,O
b,b,b,x,b,b,b,b,b,D
o,b,b,x,b,b,b,b,b,D
o,b,b,x,b,b,x,b,b,D
o,b,b,x,b,o,x,b,b,D
o,b,b,x,x,o,x,b,b,D
o,b,b,x,x,o,x,o,b,D
o,x,b,x,x,o,x,o,b,D
o,x,o,x,x,o,x,o,b,D
o,x,o,x,x,o,x,o,x,D
b,b,b,x,b,b,b,b,b,O
o,b,b,x,b,b,b,b,b,O
o,x,b,x,b,b,b,b,b,O
o,x,b,x,b,b,o,b,b,O
o,x,b,x,b,b,o,b,x,O
o,x,o,x,b,b,o,b,x,O
o,x,o,x,b,b,o,x,x,O
o,x,o,x,o,b,o,x,x,O
b,b,x,b,b,b,b,b,b,X
b,b,x,o,b,b,b,b,b,X
b,x,x,o,b,b,b,b,b,X
b,x,x,o,o,b,b,b,b,X
x,x,x,o,o,b,b,b,b,X
b,b,x,b,b,b,b,b,b,O
o,b,x,b,b,b,b,b,b,O
o,b,x,b,b,b,x,b,b,O
o,b,x,b,o,b,x,b,b,O
o,x,x,b,o,b,x,b,b,O
o,x,x,b,o,b,x,b,o,O
b,b,b,b,b,b,b,x,b,O
b,b,b,b,b,b,o,x,b,O
b,x,b,b,b,b,o,x,b,O
b,x,o,b,b,b,o,x,b,O
b,x,o,x,b,b,o,x,b,O
b,x,o,x,b,b,o,x,o,O
x,x,o,x,b,b,o,x,o,O
x,x,o,x,o,b,o,x,o,O
b,b,b,x,b,b,b,b,b,X
o,b,b,x,b,b,b,b,b,X
o,b,b,x,b,b,b,x,b,X
o,o,b,x,b,b,b,x,b,X
o,o,b,x,b,b,x,x,b,X
o,o,b,x,b,o,x,x,b,X
o,o,x,x,b,o,x,x,b,X
o,o,x,x,o,o,x,x,b,X
o,o,x,x,o,o,x,x,x,X
b,b,b,b,b,b,x,b,b,X
b,b,b,b,b,b,x,o,b,X
b,x,b,b,b,b,x,o,b,X
b,x,b,b,b,b,x,o,o,X
b,x,b,x,b,b,x,o,o,X
o,x,b,x,b,b,x,o,o,X
o,x,b,x,b,x,x,o,o,X
o,x,o,x,b,x,x,o,o,X
o,x,o,x,x,x,x,o,o,X
x,b,b,b,b,b,b,b,b,X
x,b,o,b,b,b,b,b,b,X
x,b,o,b,x,b,b,b,b,X
x,o,o,b,x,b,b,b,b,X
x,o,o,x,x,b,b,b,b,X
x,o,o,x,x,b,b,b,o,X
x,o,o,x,x,b,x,b,o,X
b,b,b,b,b,b,b,x,b,X
b,b,b,o,b,b,b,x,b,X
b,b,x,o,b,b,b,x,b,X
b,b,x,o,b,o,b,x,b,X
b,b,x,o,b,o,x,x,b,X
o,b,x,o,b,o,x,x,b,X
o,b,x,o,x,o,x,x,b,X
x,b,b,b,b,b,b,b,b,O
x,b,b,b,b,b,b,b,o,O
x,b,b,b,b,x,b,b,o,O
x,b,o,b,b,x,b,b,o,O
x,x,o,b,b,x,b,b,o,O
x,x,o,b,o,x,b,b,o,O
x,x,o,b,o,x,b,x,o,O
x,x,o,b,o,x,o,x,o,O
b,b,x,b,b,b,b,b,b,X
b,b,x,b,b,b,b,b,o,X
b,b,x,b,b,x,b,b,o,X
b,b,x,o,b,x,b,b,o,X
b,x,x,o,b,x,b,b,o,X
b,x,x,o,b,x,b,o,o,X
x,x,x,o,b,x,b,o,o,X
b,b,b,b,b,b,b,x,b,X
b,b,b,b,b,b,o,x,b,X
b,b,b,b,b,b,o,x,x,X
b,b,b,o,b,b,o,x,x,X
x,b,b,o,b,b,o,x,x,X
x,o,b,o,b,b,o,x,x,X
x,o,b,o,x,b,o,x,x,X
b,b,b,b,b,b,x,b,b,X
b,o,b,b,b,b,x,b,b,X
b,o,x,b,b,b,x,b,b,X
b,o,x,b,b,b,x,b,o,X
x,o,x,b,b,b,x,b,o,X
x,o,x,b,b,o,x,b,o,X
x,o,x,x,b,o,x,b,o,X
b,b,x,b,b,b,b,b,b,O
b,b,x,o,b,b,b,b,b,O
b,b,x,o,x,b,b,b,b,O
b,o,x,o,x,b,b,b,b,O
b,o,x,o,x,b,b,x,b,O
o,o,x,o,x,b,b,x,b,O
o,o,x,o,x,b,b,x,x,O
o,o,x,o,x,b,o,x,x,O
b,b,b,b,b,b,x,b,b,O
b,b,b,b,b,o,x,b,b,O
x,b,b,b,b,o,x,b,b,O
x,b,b,o,b,o,x,b,b,O
x,b,b,o,b,o,x,b,x,O
x,b,b,o,o,o,x,b,x,O
b,b,b,x,b,b,b,b,b,X
b,b,o,x,b,b,b,b,b,X
b,b,o,x,b,b,b,x,b,X
b,o,o,x,b,b,b,x,b,X
x,o,o,x,b,b,b,x,b,X
x,o,o,x,b,b,b,x,o,X
x,o,o,x,b,b,x,x,o,X
b,b,b,b,b,b,b,b,x,O
b,b,b,b,o,b,b,b,x,O
b,b,b,b,o,b,b,x,x,O
o,b,b,b,o,b,b,x,x,O
o,b,x,b,o,b,b,x,x,O
o,b,x,o,o,b,b,x,x,O
o,x,x,o,o,b,b,x,x,O
o,x,x,o,o,b,o,x,x,O
b,b,b,b,b,b,x,b,b,X
b,b,b,b,b,o,x,b,b,X
b,b,b,b,x,o,x,b,b,X
b,o,b,b,x,o,x,b,b,X
x,o,b,b,x,o,x,b,b,X
x,o,o,b,x,o,x,b,b,X
x,o,o,b,x,o,x,x,b,X
x,o,o,o,x,o,x,x,b,X
x,o,o,o,x,o,x,x,x,X
b,x,b,b,b,b,b,b,b,O
b,x,o,b,b,b,b,b,b,O
x,x,o,b,b,b,b,b,b,O
x,x,o,b,b,o,b,b,b,O
x,x,o,x,b,o,b,b,b,O
x,x,o,x,b,o,b,b,o,O
b,b,b,b,b,b,b,x,b,X
b,b,b,b,b,b,o,x,b,X
b,b,b,x,b,b,o,x,b,X
b,b,b,x,b,b,o,x,o,X
b,x,b,x,b,b,o,x,o,X
o,x,b,x,b,b,o,x,o,X
o,x,x,x,b,b,o,x,o,X
o,x,x,x,b,o,o,x,o,X
o,x,x,x,x,o,o,x,o,X
b,b,b,b,b,b,x,b,b,X
o,b,b,b,b,b,x,b,b,X
o,b,b,b,b,b,x,x,b,X
o,b,b,b,b,o,x,x,b,X
o,b,b,b,b,o,x,x,x,X
b,b,b,b,b,b,b,b,x,X
b,b,b,o,b,b,b,b,x,X
b,b,b,o,b,b,x,b,x,X
o,b,b,o,b,b,x,b,x,X
o,b,x,o,b,b,x,b,x,X
o,b,x,o,b,o,x,b,x,X
o,b,x,o,b,o,x,x,x,X
b,b,b,b,b,b,x,b,b,X
b,b,b,b,b,b,x,o,b,X
b,x,b,b,b,b,x,o,b,X
o,x,b,b,b,b,x,o,b,X
o,x,b,x,b,b,x,o,b,X
o,x,b,x,b,b,x,o,o,X
o,x,b,x,b,x,x,o,o,X
o,x,o,x,b,x,x,o,o,X
o,x,o,x,x,x,x,o,o,X
x,b,b,b,b,b,b,b,b,X
x,b,b,b,b,b,b,o,b,X
x,b,b,b,x,b,b,o,b,X
x,b,o,b,x,b,b,o,b,X
x,b,o,x,x,b,b,o,b,X
x,o,o,x,x,b,b,o,b,X
x,o,o,x,x,x,b,o,b,X
b,b,b,b,b,b,b,x,b,X
o,b,b,b,b,b,b,x,b,X
o,b,b,x,b,b,b,x,b,X
o,b,o,x,b,b,b,x,b,X
o,b,o,x,x,b,b,x,b,X
o,b,o,x,x,b,b,x,o,X
o,x,o,x,x,b,b,x,o,X
b,b,x,b,b,b,b,b,b,D
b,o,x,b,b,b,b,b,b,D
b,o,x,b,b,x,b,b,b,D
b,o,x,o,b,x,b,b,b,D
b,o,x,o,b,x,b,x,b,D
b,o,x,o,o,x,b,x,b,D
b,o,x,o,o,x,x,x,b,D
b,o,x,o,o,x,x,x,o,D
x,o,x,o,o,x,x,x,o,D
b,x,b,b,b,b,b,b,b,D
o,x,b,b,b,b,b,b,b,D
o,x,b,b,b,b,x,b,b,D
o,x,b,b,o,b,x,b,b,D
o,x,x,b,o,b,x,b,b,D
o,x,x,b,o,b,x,o,b,D
o,x,x,x,o,b,x,o,b,D
o,x,x,x,o,o,x,o,b,D
o,x,x,x,o,o,x,o,x,D
b,b,x,b,b,b,b,b,b,D
b,b,x,b,b,b,b,b,o,D
b,b,x,b,x,b,b,b,o,D
b,o,x,b,x,b,b,b,o,D
x,o,x,b,x,b,b,b,o,D
x,o,x,b,x,b,o,b,o,D
x,o,x,b,x,b,o,x,o,D
x,o,x,o,x,b,o,x,o,D
x,o,x,o,x,x,o,x,o,D
b,b,b,b,b,b,b,x,b,O
b,b,o,b,b,b,b,x,b,O
b,b,o,b,b,x,b,x,b,O
o,b,o,b,b,x,b,x,b,O
o,b,o,b,x,x,b,x,b,O
o,b,o,b,x,x,o,x,b,O
o,b,o,b,x,x,o,x,x,O
o,b,o,o,x,x,o,x,x,O
b,b,x,b,b,b,b,b,b,O
b,b,x,b,o,b,b,b,b,O
b,b,x,b,o,b,x,b,b,O
b,b,x,b,o,b,x,o,b,O
b,b,x,x,o,b,x,o,b,O
o,b,x,x,o,b,x,o,b,O
o,b,x,x,o,b,x,o,x,O
o,o,x,x,o,b,x,o,x,O
b,b,x,b,b,b,b,b,b,X
b,b,x,b,b,o,b,b,b,X
b,b,x,b,b,o,x,b,b,X
b,o,x,b,b,o,x,b,b,X
x,o,x,b,b,o,x,b,b,X
x,o,x,b,b,o,x,b,o,X
x,o,x,b,b,o,x,x,o,X
x,o,x,o,b,o,x,x,o,X
x,o,x,o,x,o,x,x,o,X
b,b,x,b,b,b,b,b,b,X
b,b,x,o,b,b,b,b,b,X
b,b,x,o,b,x,b,b,b,X
o,b,x,o,b,x,b,b,b,X
o,b,x,o,b,x,x,b,b,X
o,b,x,o,b,x,x,b,o,X
o,b,x,o,x,x,x,b,o,X
b,b,x,b,b,b,b,b,b,O
b,b,x,o,b,b,b,b,b,O
b,b,x,o,b,b,b,x,b,O
b,o,x,o,b,b,b,x,b,O
b,o,x,o,b,b,x,x,b,O
b,o,x,o,b,o,x,x,b,O
x,o,x,o,b,o,x,x,b,O
x,o,x,o,o,o,x,x,b,O
b,b,b,x,b,b,b,b,b,O
b,b,b,x,o,b,b,b,b,O
b,b,b,x,o,b,x,b,b,O
b,b,b,x,o,b,x,o,b,O
b,x,b,x,o,b,x,o,b,O
o,x,b,x,o,b,x,o,b,O
o,x,b,x,o,x,x,o,b,O
o,x,b,x,o,x,x,o,o,O
b,b,b,x,b,b,b,b,b,X
b,b,o,x,b,b,b,b,b,X
x,b,o,x,b,b,b,b,b,X
x,b,o,x,b,b,b,b,o,X
x,b,o,x,b,b,b,x,o,X
x,b,o,x,o,b,b,x,o,X
x,b,o,x,o,x,b,x,o,X
x,o,o,x,o,x,b,x,o,X
x,o,o,x,o,x,x,x,o,X
b,b,b,b,x,b,b,b,b,X
b,b,b,b,x,b,b,o,b,X
b,b,b,b,x,x,b,o,b,X
b,b,o,b,x,x,b,o,b,X
b,b,o,b,x,x,b,o,x,X
o,b,o,b,x,x,b,o,x,X
o,b,o,x,x,x,b,o,x,X
b,b,b,b,x,b,b,b,b,X
b,b,o,b,x,b,b,b,b,X
b,b,o,x,x,b,b,b,b,X
b,b,o,x,x,b,b,o,b,X
x,b,o,x,x,b,b,o,b,X
x,b,o,x,x,o,b,o,b,X
x,b,o,x,x,o,x,o,b,X
b,x,b,b,b,b,b,b,b,X
b,x,b,b,b,o,b,b,b,X
b,x,b,b,b,o,b,x,b,X
b,x,b,b,b,o,o,x,b,X
b,x,b,x,b,o,o,x,b,X
b,x,b,x,o,o,o,x,b,X
b,x,x,x,o,o,o,x,b,X
b,x,x,x,o,o,o,x,o,X
x,x,x,x,o,o,o,x,o,X
b,b,b,b,b,x,b,b,b,X
b,b,b,b,o,x,b,b,b,X
b,x,b,b,o,x,b,b,b,X
o,x,b,b,o,x,b,b,b,X
o,x,x,b,o,x,b,b,b,X
o,x,x,b,o,x,o,b,b,X
o,x,x,b,o,x,o,b,x,X
b,b,b,b,b,b,b,x,b,X
b,b,b,b,o,b,b,x,b,X
b,b,b,b,o,b,x,x,b,X
b,o,b,b,o,b,x,x,b,X
b,o,b,x,o,b,x,x,b,X
b,o,b,x,o,b,x,x,o,X
x,o,b,x,o,b,x,x,o,X
b,b,b,b,b,b,x,b,b,D
b,b,b,b,b,b,x,o,b,D
b,b,b,b,b,b,x,o,x,D
b,b,b,b,b,o,x,o,x,D
b,x,b,b,b,o,x,o,x,D
b,x,o,b,b,o,x,o,x,D
b,x,o,b,x,o,x,o,x,D
o,x,o,b,x,o,x,o,x,D
o,x,o,x,x,o,x,o,x,D
b,x,b,b,b,b,b,b,b,X
b,x,o,b,b,b,b,b,b,X
b,x,o,b,x,b,b,b,b,X
b,x,o,o,x,b,b,b,b,X
b,x,o,o,x,x,b,b,b,X
b,x,o,o,x,x,o,b,b,X
x,x,o,o,x,x,o,b,b,X
x,x,o,o,x,x,o,b,o,X
x,x,o,o,x,x,o,x,o,X
b,b,b,b,b,x,b,b,b,D
b,o,b,b,b,x,b,b,b,D
b,o,x,b,b,x,b,b,b,D
b,o,x,b,o,x,b,b,b,D
x,o,x,b,o,x,b,b,b,D
x,o,x,b,o,x,o,b,b,D
x,o,x,x,o,x,o,b,b,D
x,o,x,x,o,x,o,b,o,D
x,o,x,x,o,x,o,x,o,D
x,b,b,b,b,b,b,b,b,X
x,o,b,b,b,b,b,b,b,X
x,o,b,x,b,b,b,b,b,X
x,o,b,x,b,o,b,b,b,X
x,o,x,x,b,o,b,b,b,X
x,o,x,x,o,o,b,b,b,X
x,o,x,x,o,o,x,b,b,X
b,b,b,b,b,x,b,b,b,X
b,b,b,o,b,x,b,b,b,X
b,b,b,o,b,x,b,b,x,X
b,b,o,o,b,x,b,b,x,X
b,b,o,o,x,x,b,b,x,X
b,b,o,o,x,x,b,o,x,X
x,b,o,o,x,x,b,o,x,X
x,b,b,b,b,b,b,b,b,O
x,b,b,b,b,o,b,b,b,O
x,b,x,b,b,o,b,b,b,O
x,o,x,b,b,o,b,b,b,O
x,o,x,b,b,o,b,x,b,O
x,o,x,o,b,o,b,x,b,O
x,o,x,o,b,o,x,x,b,O
x,o,x,o,o,o,x,x,b,O
b,x,b,b,b,b,b,b,b,X
b,x,b,b,b,b,b,o,b,X
b,x,x,b,b,b,b,o,b,X
b,x,x,o,b,b,b,o,b,X
x,x,x,o,b,b,b,o,b,X
b,b,b,b,b,b,x,b,b,X
b,o,b,b,b,b,x,b,b,X
x,o,b,b,b,b,x,b,b,X
x,o,b,b,b,b,x,o,b,X
x,o,b,b,b,b,x,o,x,X
x,o,b,o,b,b,x,o,x,X
x,o,b,o,x,b,x,o,x,X
b,b,b,b,x,b,b,b,b,X
b,b,b,b,x,o,b,b,b,X
b,b,x,b,x,o,b,b,b,X
b,o,x,b,x,o,b,b,b,X
b,o,x,b,x,o,b,b,x,X
b,o,x,o,x,o,b,b,x,X
x,o,x,o,x,o,b,b,x,X
x,b,b,b,b,b,b,b,b,O
x,b,b,b,b,b,o,b,b,O
x,b,b,b,b,b,o,b,x,O
x,b,o,b,b,b,o,b,x,O
x,b,o,b,b,x,o,b,x,O
x,b,o,b,b,x,o,o,x,O
x,x,o,b,b,x,o,o,x,O
x,x,o,b,o,x,o,o,x,O
b,b,b,b,b,b,b,b,x,X
b,b,b,b,b,b,o,b,x,X
b,b,b,b,x,b,o,b,x,X
b,b,b,b,x,o,o,b,x,X
x,b,b,b,x,o,o,b,x,X
b,b,x,b,b,b,b,b,b,X
b,b,x,b,o,b,b,b,b,X
b,b,x,b,o,b,x,b,b,X
o,b,x,b,o,b,x,b,b,X
o,b,x,b,o,x,x,b,b,X
o,b,x,b,o,x,x,o,b,X
o,b,x,b,o,x,x,o,x,X
b,b,b,b,b,x,b,b,b,X
b,b,b,o,b,x,b,b,b,X
b,b,b,o,b,x,b,x,b,X
b,o,b,o,b,x,b,x,b,X
b,o,b,o,b,x,b,x,x,X
b,o,b,o,o,x,b,x,x,X
b,o,x,o,o,x,b,x,x,X
b,b,b,b,b,b,x,b,b,O
o,b,b,b,b,b,x,b,b,O
o,b,x,b,b,b,x,b,b,O
o,b,x,b,o,b,x,b,b,O
o,x,x,b,o,b,x,b,b,O
o,x,x,b,o,b,x,o,b,O
o,x,x,b,o,x,x,o,b,O
o,x,x,b,o,x,x,o,o,O
x,b,b,b,b,b,b,b,b,X
x,b,b,b,b,b,b,o,b,X
x,b,b,x,b,b,b,o,b,X
x,b,b,x,b,b,o,o,b,X
x,x,b,x,b,b,o,o,b,X
x,x,b,x,b,o,o,o,b,X
x,x,x,x,b,o,o,o,b,X
b,b,b,b,b,b,b,b,x,O
b,b,b,b,o,b,b,b,x,O
b,b,b,b,o,x,b,b,x,O
b,b,o,b,o,x,b,b,x,O
b,b,o,x,o,x,b,b,x,O
b,b,o,x,o,x,b,o,x,O
b,b,o,x,o,x,x,o,x,O
b,o,o,x,o,x,x,o,x,O
b,b,b,x,b,b,b,b,b,O
b,b,b,x,b,b,b,o,b,O
b,b,b,x,b,x,b,o,b,O
b,b,b,x,b,x,o,o,b,O
b,x,b,x,b,x,o,o,b,O
b,x,b,x,o,x,o,o,b,O
x,x,b,x,o,x,o,o,b,O
x,x,o,x,o,x,o,o,b,O
b,b,x,b,b,b,b,b,b,X
o,b,x,b,b,b,b,b,b,X
o,b,x,b,b,b,b,b,x,X
o,b,x,b,b,b,b,o,x,X
o,b,x,b,x,b,b,o,x,X
o,b,x,b,x,o,b,o,x,X
o,b,x,b,x,o,x,o,x,X
b,b,b,b,x,b,b,b,b,D
b,b,b,b,x,o,b,b,b,D
b,b,b,x,x,o,b,b,b,D
b,b,b,x,x,o,o,b,b,D
b,b,b,x,x,o,o,x,b,D
o,b,b,x,x,o,o,x,b,D
o,b,x,x,x,o,o,x,b,D
o,o,x,x,x,o,o,x,b,D
o,o,x,x,x,o,o,x,x,D
b,b,b,b,b,b,b,b,x,O
b,b,b,b,b,b,b,o,x,O
b,x,b,b,b,b,b,o,x,O
o,x,b,b,b,b,b,o,x,O
o,x,b,b,x,b,b,o,x,O
o,x,b,b,x,b,o,o,x,O
o,x,b,b,x,x,o,o,x,O
o,x,b,o,x,x,o,o,x,O
b,b,b,b,b,b,b,x,b,X
b,b,b,b,o,b,b,x,b,X
b,b,b,x,o,b,b,x,b,X
b,b,b,x,o,o,b,x,b,X
b,b,b,x,o,o,x,x,b,X
b,b,b,x,o,o,x,x,o,X
x,b,b,x,o,o,x,x,o,X
b,b,b,b,b,b,x,b,b,X
o,b,b,b,b,b,x,b,b,X
o,b,b,b,b,b,x,x,b,X
o,b,b,b,b,b,x,x,o,X
o,b,b,b,x,b,x,x,o,X
o,b,b,o,x,b,x,x,o,X
o,b,x,o,x,b,x,x,o,X
b,b,b,x,b,b,b,b,b,X
b,b,b,x,b,b,b,o,b,X
b,b,b,x,b,b,b,o,x,X
b,b,o,x,b,b,b,o,x,X
b,b,o,x,b,b,x,o,x,X
b,o,o,x,b,b,x,o,x,X
b,o,o,x,x,b,x,o,x,X
b,o,o,x,x,o,x,o,x,X
x,o,o,x,x,o,x,o,x,X
b,b,x,b,b,b,b,b,b,D
b,b,x,b,b,o,b,b,b,D
b,b,x,b,b,o,b,x,b,D
b,b,x,b,b,o,o,x,b,D
b,b,x,b,b,o,o,x,x,D
b,b,x,b,o,o,o,x,x,D
b,x,x,b,o,o,o,x,x,D
o,x,x,b,o,o,o,x,x,D
o,x,x,x,o,o,o,x,x,D
b,b,b,b,b,x,b,b,b,O
b,b,b,b,o,x,b,b,b,O
b,b,b,x,o,x,b,b,b,O
b,o,b,x,o,x,b,b,b,O
b,o,x,x,o,x,b,b,b,O
b,o,x,x,o,x,b,o,b,O
b,b,b,b,b,b,x,b,b,X
b,b,b,b,b,b,x,o,b,X
b,b,b,b,b,x,x,o,b,X
b,o,b,b,b,x,x,o,b,X
b,o,b,b,x,x,x,o,b,X
b,o,b,o,x,x,x,o,b,X
b,o,x,o,x,x,x,o,b,X
b,b,b,b,x,b,b,b,b,X
b,b,b,b,x,b,o,b,b,X
b,x,b,b,x,b,o,b,b,X
b,x,o,b,x,b,o,b,b,X
b,x,o,b,x,b,o,x,b,X
b,b,b,x,b,b,b,b,b,X
b,o,b,x,b,b,b,b,b,X
x,o,b,x,b,b,b,b,b,X
x,o,b,x,o,b,b,b,b,X
x,o,b,x,o,b,b,x,b,X
x,o,b,x,o,b,b,x,o,X
x,o,b,x,o,x,b,x,o,X
x,o,o,x,o,x,b,x,o,X
x,o,o,x,o,x,x,x,o,X
b,b,b,x,b,b,b,b,b,D
b,b,b,x,b,b,b,b,o,D
b,b,b,x,b,x,b,b,o,D
b,o,b,x,b,x,b,b,o,D
b,o,b,x,b,x,b,x,o,D
b,o,b,x,b,x,o,x,o,D
x,o,b,x,b,x,o,x,o,D
x,o,b,x,o,x,o,x,o,D
x,o,x,x,o,x,o,x,o,D
b,b,b,b,b,b,b,b,x,D
b,o,b,b,b,b,b,b,x,D
x,o,b,b,b,b,b,b,x,D
x,o,b,b,o,b,b,b,x,D
x,o,b,x,o,b,b,b,x,D
x,o,b,x,o,b,o,b,x,D
x,o,b,x,o,b,o,x,x,D
x,o,b,x,o,o,o,x,x,D
x,o,x,x,o,o,o,x,x,D
b,b,b,b,b,b,b,b,x,O
b,b,b,b,o,b,b,b,x,O
b,b,b,b,o,b,b,x,x,O
b,b,b,b,o,o,b,x,x,O
b,x,b,b,o,o,b,x,x,O
b,x,b,b,o,o,o,x,x,O
x,x,b,b,o,o,o,x,x,O
x,x,o,b,o,o,o,x,x,O
b,x,b,b,b,b,b,b,b,X
b,x,b,b,b,b,b,b,o,X
b,x,x,b,b,b,b,b,o,X
b,x,x,b,b,b,o,b,o,X
b,x,x,b,x,b,o,b,o,X
b,x,x,o,x,b,o,b,o,X
b,x,x,o,x,b,o,x,o,X
x,b,b,b,b,b,b,b,b,O
x,b,b,b,b,b,o,b,b,O
x,b,b,b,b,b,o,x,b,O
x,b,b,b,o,b,o,x,b,O
x,b,b,x,o,b,o,x,b,O
x,b,o,x,o,b,o,x,b,O
x,b,b,b,b,b,b,b,b,X
x,b,b,b,o,b,b,b,b,X
x,b,b,x,o,b,b,b,b,X
x,b,b,x,o,b,o,b,b,X
x,b,x,x,o,b,o,b,b,X
x,b,x,x,o,o,o,b,b,X
x,b,x,x,o,o,o,x,b,X
x,b,x,x,o,o,o,x,o,X
x,x,x,x,o,o,o,x,o,X
x,b,b,b,b,b,b,b,b,O
x,b,b,o,b,b,b,b,b,O
x,b,b,o,x,b,b,b,b,O
x,b,b,o,x,b,o,b,b,O
x,b,x,o,x,b,o,b,b,O
x,b,x,o,x,b,o,o,b,O
x,b,x,o,x,x,o,o,b,O
x,b,x,o,x,x,o,o,o,O
b,b,b,b,b,b,b,b,x,O
b,b,b,b,b,b,b,o,x,O
b,b,b,b,b,x,b,o,x,O
b,o,b,b,b,x,b,o,x,O
b,o,b,b,b,x,x,o,x,O
b,o,b,b,o,x,x,o,x,O
b,b,b,x,b,b,b,b,b,X
b,b,b,x,b,b,b,o,b,X
x,b,b,x,b,b,b,o,b,X
x,b,o,x,b,b,b,o,b,X
x,b,o,x,x,b,b,o,b,X
x,b,o,x,x,o,b,o,b,X
x,x,o,x,x,o,b,o,b,X
x,x,o,x,x,o,o,o,b,X
x,x,o,x,x,o,o,o,x,X
b,b,b,b,b,x,b,b,b,X
b,o,b,b,b,x,b,b,b,X
b,o,x,b,b,x,b,b,b,X
b,o,x,o,b,x,b,b,b,X
b,o,x,o,x,x,b,b,b,X
b,o,x,o,x,x,b,b,o,X
x,o,x,o,x,x,b,b,o,X
x,o,x,o,x,x,b,o,o,X
x,o,x,o,x,x,x,o,o,X
x,b,b,b,b,b,b,b,b,O
x,b,b,b,b,b,b,o,b,O
x,b,b,b,x,b,b,o,b,O
x,b,o,b,x,b,b,o,b,O
x,b,o,b,x,x,b,o,b,O
x,b,o,b,x,x,o,o,b,O
x,x,o,b,x,x,o,o,b,O
x,x,o,b,x,x,o,o,o,O
b,b,b,x,b,b,b,b,b,O
o,b,b,x,b,b,b,b,b,O
o,b,x,x,b,b,b,b,b,O
o,o,x,x,b,b,b,b,b,O
o,o,x,x,b,x,b,b,b,O
o,o,x,x,b,x,b,o,b,O
o,o,x,x,b,x,x,o,b,O
o,o,x,x,o,x,x,o,b,O
b,b,b,x,b,b,b,b,b,X
b,b,b,x,b,b,b,b,o,X
b,b,b,x,b,x,b,b,o,X
b,o,b,x,b,x,b,b,o,X
b,o,b,x,b,x,x,b,o,X
b,o,b,x,b,x,x,o,o,X
x,o,b,x,b,x,x,o,o,X
b,b,b,b,x,b,b,b,b,D
b,b,b,b,x,o,b,b,b,D
b,b,x,b,x,o,b,b,b,D
b,b,x,b,x,o,o,b,b,D
b,b,x,b,x,o,o,x,b,D
b,o,x,b,x,o,o,x,b,D
b,o,x,b,x,o,o,x,x,D
o,o,x,b,x,o,o,x,x,D
o,o,x,x,x,o,o,x,x,D
b,b,b,b,b,b,b,x,b,O
b,b,b,o,b,b,b,x,b,O
b,b,b,o,b,b,b,x,x,O
b,b,b,o,b,b,o,x,x,O
b,x,b,o,b,b,o,x,x,O
o,x,b,o,b,b,o,x,x,O
b,x,b,b,b,b,b,b,b,O
b,x,b,b,b,b,o,b,b,O
b,x,b,b,b,b,o,b,x,O
b,x,b,o,b,b,o,b,x,O
b,x,x,o,b,b,o,b,x,O
o,x,x,o,b,b,o,b,x,O
b,b,b,b,b,b,x,b,b,X
b,o,b,b,b,b,x,b,b,X
b,o,b,b,b,x,x,b,b,X
b,o,b,b,b,x,x,b,o,X
x,o,b,b,b,x,x,b,o,X
x,o,b,b,b,x,x,o,o,X
x,o,x,b,b,x,x,o,o,X
x,o,x,o,b,x,x,o,o,X
x,o,x,o,x,x,x,o,o,X
b,b,b,b,b,b,x,b,b,D
b,o,b,b,b,b,x,b,b,D
b,o,b,b,b,x,x,b,b,D
b,o,b,b,b,x,x,b,o,D
x,o,b,b,b,x,x,b,o,D
x,o,b,o,b,x,x,b,o,D
x,o,x,o,b,x,x,b,o,D
x,o,x,o,o,x,x,b,o,D
x,o,x,o,o,x,x,x,o,D
b,b,b,b,x,b,b,b,b,X
b,b,b,b,x,b,b,o,b,X
b,b,x,b,x,b,b,o,b,X
b,o,x,b,x,b,b,o,b,X
b,o,x,b,x,b,x,o,b,X
x,b,b,b,b,b,b,b,b,X
x,b,b,b,b,o,b,b,b,X
x,b,x,b,b,o,b,b,b,X
x,o,x,b,b,o,b,b,b,X
x,o,x,b,b,o,x,b,b,X
x,o,x,b,b,o,x,b,o,X
x,o,x,b,x,o,x,b,o,X
b,b,b,b,x,b,b,b,b,O
o,b,b,b,x,b,b,b,b,O
o,b,b,b,x,b,b,b,x,O
o,b,b,b,x,b,b,o,x,O
o,b,b,b,x,x,b,o,x,O
o,b,o,b,x,x,b,o,x,O
o,b,o,b,x,x,x,o,x,O
o,o,o,b,x,x,x,o,x,O
b,b,x,b,b,b,b,b,b,X
b,b,x,b,b,b,b,o,b,X
b,b,x,b,x,b,b,o,b,X
b,o,x,b,x,b,b,o,b,X
x,o,x,b,x,b,b,o,b,X
x,o,x,o,x,b,b,o,b,X
